MOLECULE_NAME,SMILES,logD
molecule_1868,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3ccncc3)C(=O)C(F)(F)F,2.41
molecule_1869,Cc1ccc(cc1)S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)c(C)nn2c4ccccc4,1.68
molecule_1870,CN1C(=O)C(=Cc2cnc(NC3CCOCC3)nc12)Oc4ccc(F)cc4F,2.76
molecule_1871,O=C1Oc2ccccc2C=C1c3ccccc3,3.22
molecule_1872,COc1ccccc1C(=O)NCC23CC4CC(CC(C4)C2)C3,4.43
molecule_1873,Cc1nc(cs1)C(=O)N2CCCC3(CCN(Cc4ccccc4)CC3)C2,0.24
molecule_1874,CS(=O)(=O)n1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,2.7
molecule_1875,CCOc1ccccc1c2ccc(cc2)c3nc4ccc(F)cc4c(C(=O)O)c3C,1.18
molecule_1876,CC(C)(C)C(=O)Nc1ccc2c(c1)C(=O)C(=O)c3ccccc23,2.83
molecule_1877,CN1CCN(CC1)C(=O)OC2N(C(=O)c3nccnc23)c4ccc(Cl)cn4,1.1
molecule_1878,Nc1ncnc2oc(c3cocc3)c(c4occc4)c12,3.1
molecule_1879,OC(=O)c1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,1.65
molecule_1880,Oc1ccc(O)c2C(=O)C=CC(=O)c12,1.91
molecule_1881,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccccn2,0.24
molecule_1882,C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,3.56
molecule_1883,Oc1ccc2C(=O)C(=COc2c1)c3ccc(O)c(O)c3,1.88
molecule_1884,Brc1ccc2oc3C(=O)NC(=Nc3c2c1)[C@@H]4CCCN4,2.19
molecule_1885,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3C#N)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,3.3
molecule_1886,CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(Sc4ccc(NC(=O)C5CC5)cc4)n2,3.47
molecule_1887,Cc1cnc(NS(=O)(=O)c2ccccc2)c(C)n1,-0.03
molecule_1888,CCCC(=O)NCc1cncc(c1)c2ccc(F)cc2OC,2.9
molecule_1889,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)Cc3ccc(cc3)C(=O)O)C(=O)C(F)(F)F,0.35
molecule_1890,Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12,2.34
molecule_1891,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(c4)c(C)nn5C,2.8
molecule_1892,Cn1cc(cc1c2c3C(=O)N(CCO)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N,3
molecule_1893,Cc1cccc(n1)c2nc3cc(Cl)ccc3[nH]2,4.1
molecule_1894,COC(=O)c1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1,4
molecule_1895,F[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,0.66
molecule_1896,C[C@H](NC(=O)c1c(C)nn(C2CCN(CC(F)(F)F)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1.08
molecule_1897,C[C@@H]1CN(CC2(CC2)C(=O)N)CCN1S(=O)(=O)c3ccc(cc3)C(C)(O)C(F)(F)F,1.03
molecule_1898,c1ccc2[nH]ncc2c1,1.9
molecule_1899,COCCS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,2.56
molecule_1900,Oc1ccc(CCNCCS(=O)(=O)CCCOCCc2ccccc2)c3sc(O)nc13,2.61
molecule_1901,COc1ccc(OC(F)(F)F)cc1CN[C@H]2CCCN[C@H]2c3ccccc3,2.9
molecule_1902,Nc1nc(cs1)c2ccc(Cl)cc2,3.31
molecule_1903,NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl,-0.9
molecule_1904,CCOC(=O)c1ccc(N)cc1,1.83
molecule_1905,CCN(C1CCCCC1)C(=O)c2cnn(c2NS(=O)(=O)c3ccc(cc3)c4ocnc4)c5ccccc5,1.46
molecule_1906,Oc1nc2cc(Cl)c(Cl)c(c2nc1O)[N+](=O)[O-],0.21
molecule_1907,CNCC[C@@H](Oc1cc(OC)ccc1C#N)c2ccccc2,0.87
molecule_1908,CCc1c(C)nc2sc(C(=O)N)c(N)c2c1C,2.62
molecule_1909,OC(=O)c1ccc(OCC(=O)COc2ccc(SCCCCCc3ccccc3)cc2)cc1,3.63
molecule_1910,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN4CCOCC4,2.68
molecule_1911,OCCCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,3.49
molecule_1912,OC(=O)CC[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,2.84
molecule_1913,OCCO[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N[C@@H]4C[C@H]4c5ccc(F)c(F)c5)nc(SCCC(F)(F)F)nc23,4.17
molecule_1914,Cc1cc(CNc2ncc(Cl)c(Nc3cc(C)[nH]n3)n2)on1,2.68
molecule_1915,CCCc1cc(cc(OC)c1OC)C2=N[C@H](CO2)C(=O)NO,1.69
molecule_1916,ON(C=O)C1(CS(=O)(=O)N2CCN(CC2)c3ccc(F)cc3)CCOCC1,0.85
molecule_1917,CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c2cccc(O)c2)NC(=O)[C@H]3Cc4ccc(O)cc4CN3,2.39
molecule_1918,OC(=O)c1cccc(c1)c2cccc(c2)C#N,0.3
molecule_1919,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N3CCN(CC3)c4ccc(cn4)C(F)(F)F)C(=O)C2,3.8
molecule_1920,CC1=CN([C@H]2CCCN(C2)[C@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O,1.09
molecule_1921,COc1cc2ncc(C(=O)N)c(Nc3cc(C)ccc3F)c2cc1OC,3.16
molecule_1922,COc1cc(Oc2ccnc3ccc(F)cc23)ccc1CC(=O)Nc4noc(C)c4C,4.06
molecule_1923,Cc1cc(NC(=O)c2ccc(Cl)cc2)n(n1)c3ccccc3,3.25
molecule_1924,OC(=O)c1ccc(cc1)n2ncc(C(=O)NC3C4CC5CC(CC3C5)C4)c2C6CCCC6,1.72
molecule_1925,CC1=C(CCC(=O)O)C(=O)Oc2cc(O)ccc12,-0.7
molecule_1926,CC(C)(O)c1ccc(Nc2nc3ccc(cc3[nH]2)C#N)cc1,2.73
molecule_1927,CN(C)CC(O)COc1ccc(Nc2cc(Nc3ccc(F)cc3F)ncn2)cc1,1.48
molecule_1928,COc1cc2ncc(C(=O)N)c(Nc3ccccc3Cl)c2cc1OC,2.89
molecule_1929,C1CNCC(C1)c2nc3ccccc3s2,1
molecule_1930,[O-][N+](=O)c1cccc2ccc(nc12)C(Cl)(Cl)Cl,3.7
molecule_1931,C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)N(C)C)n1)c3ncc(F)cn3,2.33
molecule_1932,CN(C)C(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,3.07
molecule_1933,CN(C)c1ccccc1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1.74
molecule_1934,O=C1NC(=NC(=C1C#N)c2ccccc2)SCc3ccccc3,1.56
molecule_1935,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3ccncc3)C(=O)C(F)(F)F,2.16
molecule_1936,C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2)nc3nc(N)sc13,3.31
molecule_1937,CCN1CCN(Cc2ccc(cc2)c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)CC1,3.97
molecule_1938,OC(CN1CCOCC1)c2ccccc2,1
molecule_1939,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,3.8
molecule_1940,CC(=O)Nc1ccc2ccn(c3cc(NCCCN4CCCC4)n5ncc(C#N)c5n3)c2c1,1.87
molecule_1941,CN(C)c1cccc2c(cccc12)S(=O)(=O)N,1.95
molecule_1942,Cc1[nH]c(C(=O)NC2CCN(CC2)c3nc(cs3)C(=O)O)c(Cl)c1Cl,0.14
molecule_1943,CCC[C@H](CO)Nc1nc(S[C@@H](C)c2cccc(c2)C#N)nc3NC(=O)Sc13,3.7
molecule_1944,O[C@H](CNC(=O)C1=CNC(=O)C=C1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,2.71
molecule_1945,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)C(F)(F)F)C(=O)C(F)(F)F,1.01
molecule_1946,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)cc3,2.9
molecule_1947,CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2,-0.12
molecule_1948,Nc1nccc(\C=C\c2ccc(Cl)cc2)n1,3.5
molecule_1949,CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C)C=O,2.6
molecule_1950,OC(=O)c1cccnc1Nc2cccc(c2)C(F)(F)F,1
molecule_1951,CC1(C)COCc2sc(nc12)N3CCN(CC3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,2.4
molecule_1952,COc1cc2ncc(C(=O)N)c(Nc3cccc(F)c3F)c2cc1OC,2.82
molecule_1953,OCCN1CCN(Cc2ccc3c(NC(=O)CC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2)CC1,2.93
molecule_1954,O=C1CCOc2cc(OCc3cccc(c3)C#N)ccc12,2.8
molecule_1955,Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@H](CC(=O)O)CC3)c(F)c2,1.2
molecule_1956,Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-],0.19
molecule_1957,CC(C)(C)OC(=O)NCCCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,1.2
molecule_1958,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4[nH]c5ncccc5c4C3,2.13
molecule_1959,Nc1scc2C(=NN(C(=O)c12)c3ccc(F)cc3)C(=O)NC4CC4,2.8
molecule_1960,O[C@@H](CNCCc1ccc(NC[C@H](O)c2ccccc2)cc1)c3ccc(O)c(NC=O)c3,0.02
molecule_1961,CCCC1CCCCC(=N1)N,1.1
molecule_1962,NNC1=Nc2ccccc2NC1=O,0.44
molecule_1963,Clc1c(NCC2CCNCC2)nccc1C(=O)NCC34CC5CC(CC(C5)C3)C4,0.6
molecule_1964,COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C,3.8
molecule_1965,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CN(C)C)n2,3.31
molecule_1966,COCC[C@H](Oc1ncnc2c1cnn2c3ccccc3Cl)C(=O)Nc4ccc(C)cn4,3.6
molecule_1967,OC(=O)[C@H](N1CCC(CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)CC1)c4ccccc4,2.14
molecule_1968,Cn1c(CN2CCN(CC2)c3cccc(Cl)c3)nc4ccccc14,3.75
molecule_1969,CCN1C(=O)C2=C(OC(=CC2=O)O)c3ccccc13,1.13
molecule_1970,CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)S(=O)(=O)C,2.7
molecule_1971,Cc1ccc(Oc2ccc(cc2)C(=O)NCc3ccncc3)cc1,3.65
molecule_1972,O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(C#N)c(Cl)c4,2.56
molecule_1973,NC(=N)Nc1ccc(Cl)c(Cl)c1,-0.31
molecule_1974,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(cccc34)S(=O)(=O)C,-0.34
molecule_1975,CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c2cccc3ccccc23,3.12
molecule_1976,FC(F)(F)c1cccc(c1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,3.12
molecule_1977,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cccc(F)c4)c1,3.15
molecule_1978,NCCCCN(Cc1nc2ccccc2[nH]1)C3CCCc4cccnc34,0.83
molecule_1979,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCN(CC3)c4cnccn4)c(F)c2,1.49
molecule_1980,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4cccc(c4)C#N)c1,2.41
molecule_1981,CCN(CC)CCOCCOC(=O)C1(CCCC1)c2ccccc2,1.33
molecule_1982,Fc1cccc(COc2ccc3C(=O)CCOc3c2)c1,3.4
molecule_1983,Fc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N,1.92
molecule_1984,Fc1ccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)cc1F,2.9
molecule_1985,Cc1c(Sc2ccc(Cl)cc2)c3cc(ccc3n1CC(=O)O)c4ccccc4,3.7
molecule_1986,FC(F)(F)c1cc(COCC(N2CCNCC2)c3ccccc3)cc(c1)C(F)(F)F,2.9
molecule_1987,COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC,3.5
molecule_1988,C[C@H](NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,2.67
molecule_1989,CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C,0.22
molecule_1990,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc3ccccc3,1.12
molecule_1991,C(Nc1nc2ccccc2[nH]1)c3ccccc3,2.76
molecule_1992,CS(=O)(=O)N1CCOc2cc(COc3ccccc3)cnc12,2.4
molecule_1993,OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,3.08
molecule_1994,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,1.39
molecule_1995,OC(=O)c1ccc(CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)cc1,1.1
molecule_1996,OC[C@H]1CCCN1CCCOc2ccc3c(Nc4cc(CC(=O)Nc5cccc(F)c5F)[nH]n4)ncnc3c2,2.06
molecule_1997,FC1(CCN(CC1)C(=O)COCc2ccncc2)c3ccc(Cl)cc3,3.03
molecule_1998,COc1cnccc1COc2cnc(nc2)N3CCN(CC3)C(=O)OC(C)(C)C,3.8
molecule_1999,NC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,3.22
molecule_2000,CN(C)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,1.75
molecule_2001,Fc1ccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)cc1,3
molecule_2002,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)Cc4ccccc4,0.99
molecule_2003,Cc1[nH]c(C(=O)NC2CCN(CC2)c3cc(cc(Cl)n3)C(=O)O)c(Cl)c1Cl,1.74
molecule_2004,COc1ccc(cc1)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2C,3.17
molecule_2005,Cc1cc(C)cc(c1)c2[nH]c3ccc(cc3c2CCNCCCCc4ccncc4)C(C)(C)C(=O)N5C6CCC5CC6,4.3
molecule_2006,C[C@H]([C@H](O)c1ccc(O)cc1)N2CCC(O)(CC2)c3ccccc3,0.91
molecule_2007,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCC[C@H](CC(=O)O)C3,2.18
molecule_2008,NC(=O)Nc1sc(cc1C(=O)N[C@H]2CCCNC2)c3ccc(F)cc3,1.76
molecule_2009,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCCCC3C(=O)O,1.36
molecule_2010,Oc1ccc(cc1)C(c2ccc(O)cc2)C(Cl)(Cl)Cl,3.86
molecule_2011,CNc1c(Br)cnc2[nH]c(nc12)c3ccc(OCCCN4CCOCC4)cc3,2.96
molecule_2012,CSc1ccc(OCc2ccccc2)c(\C=C\c3ccc(cn3)C(=O)O)c1,2.45
molecule_2013,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(C)cc(C)cc3C)C(=O)O)cc2)n1,0.52
molecule_2014,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(cn6C)S(=O)(=O)C)c3C1=O,3.18
molecule_2015,CCCc1c(O)c(ccc1OCc2ccc(\C=C\c3nn[nH]n3)cc2)C(=O)C,3.3
molecule_2016,C1CN=C(N1)c2ccc3ccccc3n2,0.6
molecule_2017,CCCNCc1cnc(s1)c2ccc(cc2)C(=O)Nc3ccccc3N,1.75
molecule_2018,COC(=O)CCn1cc(c2cc(NC3CC3)n4ncc(C#N)c4n2)c5cc(NC(=O)C)ccc15,2.72
molecule_2019,CC(C#Cc1ccccc1)N2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3,1.4
molecule_2020,CC1=CC(=O)Oc2cc3NCCCc3cc12,2.7
molecule_2021,OC(=O)COc1ccc(cc1c2cccc(c2)C#N)C(F)(F)F,0.05
molecule_2022,CNc1nc(C)c(s1)c2nc(Nc3cccc(c3)N4CCCNCC4)ncc2C#N,1.64
molecule_2023,O[C@@H](CNCCCSCCOCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23,2.3
molecule_2024,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)N)n4ccc(n4)C(F)(F)F,1.81
molecule_2025,C\N=C(/S)\n1nc(nc1N)c2ccc(Cl)cc2,4.12
molecule_2026,CC1=C(CCC(=O)O)C(=O)Oc2c(C)c(O)ccc12,-0.3
molecule_2027,CC(Cc1ccccc1)N(C)CC#C,2.16
molecule_2028,C[C@H](NC(=O)c1c(C)nn(C2CCOCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,0.5
molecule_2029,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)NCc3ccccc3)C(=O)C(F)(F)F,2.57
molecule_2030,Cc1c(CC(=O)O)c2cc(F)ccc2n1S(=O)(=O)c3ccc(cc3)S(=O)(=O)C,-0.44
molecule_2031,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C1)S(=O)(=O)c2ccccc2)C(C)(C)C,0.9
molecule_2032,CCCN(CCC)CCc1cccc2NC(=O)Cc12,0.76
molecule_2033,CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4cccnc4,1.2
molecule_2034,Clc1ccc(cc1C(=O)NCCc2ccccc2)N3N=CC(=O)NC3=O,0.74
molecule_2035,Cc1ccc2c(c1)c([S+]([O-])c3ccc(Cl)cc3)c(C)n2CC(=O)O,0.05
molecule_2036,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccc(Cl)c(Cl)c3,2.4
molecule_2037,OC(=O)[C@H](Cc1cccc(c1)C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,2.26
molecule_2038,COc1ccccc1C(=O)Nc2nc3ccccc3[nH]2,2.9
molecule_2039,CNc1ncc(s1)C(=O)c2ccccc2,2.36
molecule_2040,COc1cc2ncnc(Nc3ccccc3)c2cc1OC,3.04
molecule_2041,CN1CCN(CC1)c2ccc(Nc3ccnc4ccccc34)cc2,1.3
molecule_2042,CNC[C@H](O)c1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3,1.41
molecule_2043,OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4,2.49
molecule_2044,COc1ccc(CNC(=O)CSc2nc3cccnc3s2)cc1,2.5
molecule_2045,C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,3.18
molecule_2046,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(C)c4)c3)C2)C(=O)NC1=O,-0.82
molecule_2047,CCCc1c(O)c(O)c(C(=O)O)c2cc(Cc3ccccc3)c(C)cc12,2.6
molecule_2048,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN([C@H](Cc3ccccc3)C2)C(=O)C[C@H](N)Cc4ccc(F)c(F)c4)c1,2.06
molecule_2049,O=S1NC(=NO1)Cc2ccc3ccccc3c2,1.85
molecule_2050,O=C(N1CCN(CC1)c2ccccn2)c3cccc(CC4=NNC(=O)c5ccccc45)c3,2.36
molecule_2051,COc1cnc(nc1N(C)c2ccccc2)c3ccccn3,2.79
molecule_2052,CS(=O)(=O)c1ccc(cc1Cl)[C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc3cnccn3,1.39
molecule_2053,Cc1nc(cs1)C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2,2.17
molecule_2054,CN(C(=O)N1CCC(CC1)N2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)S(=O)(=O)c4ccc(C)cc4,4.49
molecule_2055,Cc1ccnc(NCc2ccccc2)c1,3.08
molecule_2056,CN1C=CNC1=S,-0.42
molecule_2057,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@@H]4C(=O)N,3.58
molecule_2058,CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4ccoc34)n2)c1,3.7
molecule_2059,NC(=N)Nc1ccc(cc1)C(=O)Oc2ccc(cc2)[N+](=O)[O-],0.5
molecule_2060,CCN(C1CCN(CCC(C2CCN(Cc3ccccc3)CC2)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,2.41
molecule_2061,CN(C)C(=O)CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,2.4
molecule_2062,Clc1cccc(c1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,2.62
molecule_2063,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(C)cccn34)N5CCN(CC5)C(=O)C,3.2
molecule_2064,CS(=O)(=O)c1ccc(nc1)c2nnc(\C=C\c3oc(nn3)c4ccc(cc4)C#N)n2c5ccccc5Cl,2.66
molecule_2065,Oc1ccc(cc1)C2=Cc3cc(O)ccc3OC2=O,2.9
molecule_2066,CN1C(=O)CN=C(c2ccccc2F)c3cc(ccc13)[N+](=O)[O-],2.1
molecule_2067,CCN1CCN(CC(=O)Nc2ccc(c3cccc4C(=O)C=C(Oc34)N5CCOCC5)c6sc7ccccc7c26)CC1,3.05
molecule_2068,COc1ccc(CNCc2ccc(cc2)c3cc(C(=O)N)c(NC(=O)N)s3)cc1,2.55
molecule_2069,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(F)cc3)n2,3.62
molecule_2070,COc1ccc2C(=NC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1)C,0.29
molecule_2071,COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3,1.06
molecule_2072,Cc1nc2ccc(NC(=O)CCNC(=O)N)cc2s1,0.9
molecule_2073,O[C@H](CNC(=O)c1c[nH]c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,3.91
molecule_2074,C[C@H](CO)Nc1nc(SCc2occc2)nc3NC(=O)Sc13,2.21
molecule_2075,Clc1ccc(CNc2nc(nc3ncccc23)N4CCN(CC4)C(=O)[C@@H]5CCCN5)c(Cl)c1,2.41
molecule_2076,O=C(CN1CCN(CC1)c2ccccc2)Nc3c(cnn3c4ccccc4)C#N,2.3
molecule_2077,Cc1ncc([N+](=O)[O-])n1CCO,-0.11
molecule_2078,COCCN1CCN(CC(=O)Nc2ccc(C3=CC=CN4C(=O)C=C(N=C34)N5CCOCC5)c6sc7ccccc7c26)CC1,3.2
molecule_2079,CNS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,2.77
molecule_2080,OC1(CN2CCC1CC2)c3ccc(cc3)c4ccccc4,1.5
molecule_2081,Oc1nnc(Cc2cccc(c2)C(=O)N3CCOCC3)c4ccccc14,1
molecule_2082,C[C@H](Nc1ncc(Br)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,2.39
molecule_2083,CN(C1CCCCC1)C(=O)c2cnn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4,2.01
molecule_2084,CSc1ncccc1C(=O)NCc2ccc(C)cc2,2.71
molecule_2085,CNCC[C@@H](Oc1cc(ccc1C#N)C(F)(F)F)c2ccccc2,1.3
molecule_2086,CCC(C)Nc1nc(nc(N2CCOCC2)c1N)C#N,2.8
molecule_2087,C1Cc2ccccc2CN1c3ccncc3,1.4
molecule_2088,CC(N)(COP(=O)(O)O)C(=O)O,2.5
molecule_2089,Oc1ccc(Cl)cc1C(=O)Nc2ccc(F)cc2F,3.6
molecule_2090,CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2[C@@H]3CC[C@H]2C[C@H](C3)Oc4cccc(c4)C(=O)N)CC1,0.12
molecule_2091,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)C2CCCCC2)c3ccccc3)C(C)(C)C,1.75
molecule_2092,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(Cl)cc4,2.78
molecule_2093,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccc(NC(=O)OC)cc4,4.01
molecule_2094,Cc1ccccc1CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23,2.84
molecule_2095,CCN(C)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3cccnc3)CC2)c4cccc(NC(=O)C5CCC5)c4,3.27
molecule_2096,CC(C)CN1C(=O)N(C)C(=O)c2cn(Cc3cccc4ccccc34)cc12,4.41
molecule_2097,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4onc(n4)C(F)(F)F,3.1
molecule_2098,C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)c4cnc(N)nc4)N5CCOCC5)CC1,1.9
molecule_2099,Oc1ccc(cc1)C2=Cc3ccccc3OC2=O,3
molecule_2100,COc1cc(OC)c2nc(C)c3CCN(c4ccc(O)cc4)c3c2c1,1.5
molecule_2101,COc1ccccc1N2CCN(CC3=C(Br)C(=O)N(N3C)c4ccccc4)CC2,2.5
molecule_2102,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(ccc4C)C(=O)Nc5ccon5,1.87
molecule_2103,O[C@@H](CNCCSCCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23,0.98
molecule_2104,CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N5CC[C@@H](N)C5)c2c1Cl,2
