MOLECULE_NAME,SMILES,LogP
8 805,CC1N=C2SC=CN2C(=O)C=1CCN1CCC(CC1)=C(C1C=CC(F)=CC=1)C1C=CC(F)=CC=1,"5,20"
8 806,CC(=O)N(C)N=NC1C=CC(CC)=CC=1,"3,36"
8 807,CC(=O)N(C)N=NC1C=CC(F)=CC=1,"2,77"
8 808,CO/C(/O)=N/C1=CC(OCC)=C(C=C1)OCC,"2,10"
8 809,CCOC1C=C(C=CC=1OCC)/N=C(\\O)/OCC,"2,54"
8 810,CC(C)OC(=O)NC1C=C(OCC)C(=CC=1)OCC,"2,91"
8 811,CCOC1C=C(C=CC=1OCC)/N=C(\\O)/OCC=C,"2,75"
8 812,CCOC1C=C(C=CC=1OCC)/N=C(\\O)/OCC#C,"2,68"
8 813,CCOC1C=C(C=CC=1OCC)/N=C(\\O)/OC(CBr)CBr,"3,50"
8 814,CCOC1C=C(C=CC=1OCC)/N=C(\\O)/OCCC#N,"2,07"
8 815,CCCO/C(/O)=N/C1=CC(OCC)=C(C=C1)OCC,"2,93"
8 816,O=P1(OCCCN1Cl)N(CCCl)CCCl,"1,94"
8 817,CCOCCOC(=O)C(C)OC1C=CC(=CC=1)OC1=NC=C(C=C1Cl)C(F)(F)F,"4,33"
8 818,CC(NC(CCC1C=CC=CC=1)C(O)=O)C(=O)N1C2CCCC2CC1C(O)=O,"0,22"
8 819,CN(C)C(=O)OCC1=CC=C(C=C1)C(N)=O,"0,77"
8 820,COC1C=C(C=CC=1C1NC2C=NC=CC=2N=1)OC,"2,56"
8 821,COC1=CC(OCCCCl)=C(C=C1)C1NC2C=NC=CC=2N=1,"3,53"
8 822,C#CCOC1=CC(OC(=O)N2CCCC2)=C(Cl)C=C1Cl,"3,82"
8 823,C#CCOC1=CC(OC(=O)N2CCCCC2)=C(Cl)C=C1Cl,"4,25"
8 824,NC1=NC=NC2=C1N=CN2C1CC(F)C(CO)O1,"0,08"
8 825,CN1C(=N)C2N=CN(CCOC)C=2NC1=O,"-0,96"
8 826,CN1C(=N)C2=C(NC1=O)N=CN2CCOC,"-1,49"
8 827,CN1C(=N)C2N=CN(CCOCC)C=2NC1=O,"-0,40"
8 828,CN1C(=N)C2N=CN(CCSCC)C=2NC1=O,"0,00"
8 829,CN1C(=O)NC2=C(N=CN2CCOC=C)C1=N,"-0,24"
8 830,CN1C(=O)NC2N=CN(CCOC=C)C=2C1=N,"-0,78"
8 831,CN1C(=N)C2N=CN(CCOCOC)C=2NC1=O,"-1,52"
8 832,CC1C=C(CCCCCCCOC2C=CC(=CC=2)C2=NCCO2)ON=1,"4,79"
8 833,CCCCCOC(=O)COC1C=C(C(F)=CC=1Cl)N1C(=O)C2CCCCC=2C1=O,"4,99"
8 834,C1COCCOCCOCCOCCOC2C=CC=CC=2OCCOCCOCCOC2C=CC=CC=2OCCO1,"1,45"
8 835,CNC(=O)NCCCCN1N=C(C=CC1=O)C1C=CC=CC=1,"1,23"
8 836,CCNC(=O)NCCCCN1N=C(C=CC1=O)C1C=CC=CC=1,"1,83"
8 837,CN(C)C(=O)NCCCCN1N=C(C=CC1=O)C1C=CC=CC=1,"1,58"
8 838,NC(=O)NCCCCCCN1N=C(C=CC1=O)C1C=CC=CC=1,"1,82"
8 839,CNC(=O)NCCN1N=C(C=CC1=O)C1C=CC=CC=1,"0,39"
8 840,NC(=O)NCCCN1N=C(C=CC1=O)C1C=CC=CC=1,"0,69"
8 841,CNC(=O)NCCCN1N=C(C=CC1=O)C1C=CC=CC=1,"1,16"
8 842,CCNC(=O)NCCCN1N=C(C=CC1=O)C1C=CC=CC=1,"1,68"
8 843,CN(C)C(=O)NCCCN1N=C(C=CC1=O)C1C=CC=CC=1,"1,61"
8 844,NC(=O)NCCCCN1N=C(C=CC1=O)C1C=CC=CC=1,"1,21"
8 845,CC1SC=C(C)C=1N(C(C)COC)C(=O)CCl,"2,15"
8 846,C1CN(CCN1)C1=NSC2=CC=CC=C21,"2,14"
8 847,CC(=NOCC(=O)OC)C1C=C(C=CC=1[N+]([O-])=O)OC1C=CC(=CC=1Cl)C(F)(F)F,"4,54"
8 848,CC(=O)C1=CC(=CC=C1)/N=C(\\O)/OC,"1,63"
8 849,CC(OC1C=CC(=CC=1)OC1=NC=C(Cl)C=C1Cl)C(=O)N1CCCO1,"3,36"
8 850,CN1CCC(CC1)(C1=CC(=CC=C1)OC(=O)OCC)C(=O)CC,"1,29"
8 851,OCCN(C1C(I)=C(C(I)=C(C=1I)C(=O)NCC(O)CO)C(=O)NCC(O)CO)C(=O)CO,"-2,98"
8 852,FC1=CN=C(N=C1)N1CCNCC1,"0,97"
8 853,CC12CCC(CC1OCC1C=CC=CC=1C)(O2)C(C)C,"4,62"
8 854,CCON=C(CC)C1C(=O)CC(CC1=O)C1C(C)=CC(C)=CC=1C,"4,46"
8 855,CC(NC1C=NC=CN=1)C(O)=O,"-2,79"
8 856,CC1(C)N=C(N)N=C(N)N1C1C=CC(N)=CC=1,"-0,59"
8 857,[O-][N+](=O)C1=NCC=NC1=NCC(O)CO,"-0,49"
8 858,COC(=O)C1=NC(=CN=C1[N+]([O-])=O)NCC(O)CO,"-0,10"
8 859,CC1NC(=CN=1)[N+]([O-])=O,"0,15"
8 860,CCCN1CCOC2C1CCC1C=CC(O)=CC=12,"2,44"
8 861,CCCOC1=CNN=C1,"1,42"
8 862,CC(=O)C1C=CC(OCCCCC2NN=NN=2)=C(CCC)C=1O,"3,82"
8 863,CC(=O)N(CCO)C1C(I)=C(C(I)=C(C=1I)C(=O)NC(CO)CO)C(=O)NC(CO)CO,"-2,33"
8 864,CON(C)C(=O)NC1C=CC(=CC=1)[N+]([O-])=O,"1,74"
8 865,CON(C)C(=O)NC1C=CC(N)=CC=1,"-0,16"
8 866,CON(C)C(=O)NC1C=CC(=CC=1)C#N,"1,33"
8 867,CON(C)C(=O)NC1C=C(CO)C=CC=1,"0,62"
8 868,CN(OC)C(=O)NC1=CC(=CC=C1)[N+]([O-])=O,"1,64"
8 869,CON(C)C(=O)NC1C=CC(C=C(C#N)C#N)=CC=1,"2,19"
8 870,CCNC1C=CC(=CC=1)NC(=O)N(C)OC,"0,83"
8 871,CN(OC)C(=O)NC1C=CC(=CC=1)N(CC)CC,"2,33"
8 872,CC(=O)C1=CC=C(C=C1)NC(=O)N(C)OC,"1,22"
8 873,CON(C)C(=O)NC1C=CC(F)=CC=1,"1,46"
8 874,COCNC(=O)NC1C=CC(=CC=1)C(=O)OCC,"2,24"
8 875,CON(C)C(=O)NC1C=CC(=CC=1)C(=O)C1C=CC=CC=1,"2,86"
8 876,CON(C)C(=O)NC1C=CC(=CC=1)NS(C)(=O)=O,"0,14"
8 877,CON(C)C(=O)NC1C=CC(=CC=1)C1CCCCC1,"4,08"
8 878,CC(CC1CCCCC1)OC1C=CC(=CC=1)NC(=O)N(C)OC,"4,51"
8 879,CON(C)C(=O)NC1C=CC(=CC=1)OCCCCOC1C=CC=CC=1,"3,57"
8 880,CON(C)C(=O)NC1=CC2CC3=CC=CC=C3C=2C=C1,"3,67"
8 881,CCCCC1=CC(=CC=C1)/N=C(\\O)/N(C)C,"3,23"
8 882,CN(C)C(=O)NC1C=CC(=CC=1)C1CCCCC1,"3,83"
8 883,CN(C)C(=O)NC1=CC(=CC=C1)OCC1C=CC(Cl)=CC=1Cl,"4,10"
8 884,CN(C)/C(/O)=N/C1=CC(Cl)=C(C=C1)C(=O)OC(CC(C)C)CC(C)C,"5,15"
8 885,CC1N=C(COCCN)C(C(C=1C(=O)OC)C1=CC=CC=C1Cl)C(=O)OCC,"3,00"
8 886,CC12CC(O)C3C(CCC4=CC(=O)C=CC43C)C1CCC2(O)C(=O)COC1OC(CO)C(O)C(O)C1O,"0,27"
8 887,NC(=O)C1=CC=CC=C1NC(=O)C(Cl)Cl,"1,68"
8 888,CC(=O)C1=CC=CC=C1NCC#N,"1,58"
8 889,NC(=O)C1=CC=CC=C1NCC#N,"0,50"
8 890,CC(=O)CNC1=CC=CC=C1OC,"1,49"
8 891,COC1=CC=CC=C1NCC(N)=O,"0,78"
8 892,NC(=O)C1=CC=CC=C1NCCO,"-0,05"
8 893,NC(=O)C1=CC=CC=C1NCCCO,"0,70"
8 894,CCCCCCCCOC(=O)C1CC(=O)NC(=O)N=1,"2,60"
8 895,CON=C(CC1C=NC=CC=1)C1C=CC(Cl)=CC=1Cl,"3,70"
8 896,CC1C(=O)N2CCCCC2=NC=1C,"0,60"
8 897,COC1C=C(CC(O)=O)C=CC=1OC(C)C,"1,75"
8 898,CCCCCC[N+]1=CC(C)=C(C)C=C1,"-1,51"
8 899,CCCCCCCCCC[N+]1=CC(C)=C(C)C=C1,"0,66"
8 900,CCCCCCCCCCCC[N+]1=CC(C)=C(C)C=C1,"1,75"
8 901,CCCCCCCCCCCCCC[N+]1=CC(C)=C(C)C=C1,"2,93"
8 902,CCCCCCCCCCCCCCCC[N+]1=CC(C)=C(C)C=C1,"3,16"
8 903,CCCCCCCC[N+]1C=CC(C)=CC=1C,"-0,57"
8 904,CCCCCCCCCC[N+]1C=CC(C)=CC=1C,"0,54"
8 905,CCCCCCCCCCCC[N+]1C=CC(C)=CC=1C,"1,41"
8 906,CCCCCCCCCCCCCC[N+]1C=CC(C)=CC=1C,"2,47"
8 907,CCCCCC[N+]1C=C(C)C=C(C)C=1,"-1,19"
8 908,CCCCCCCCCC[N+]1C=C(C)C=C(C)C=1,"0,76"
8 909,CCCCCCCCCCCC[N+]1C=C(C)C=C(C)C=1,"1,91"
8 910,CCCCCCCCCCCCCC[N+]1C=C(C)C=C(C)C=1,"2,90"
8 911,FC(F)(F)C(=NOCC1OCCO1)C1C=CC(Cl)=CC=1,"2,90"
8 912,O=C1C2CCCCC=2N=C2CCCN21,"0,83"
8 913,CCCCCCCCCCCCCCCC[N+]1C=C(C)C=C(C)C=1,"3,35"
8 914,CS(=O)(=O)C1C=C(C=CC=1)NC(N)=O,"-0,12"
8 915,NC(=O)C1C=CN=NC=1,"-0,96"
8 916,NC(=O)C1N=CC=CN=1,"-1,20"
8 917,CC1(C)SC2C(/N=C(\\O)/CC3C=CC(Cl)=CC=3Cl)C(=O)N2C1C(O)=O,"3,30"
8 918,CC1(C)SC2C(/N=C(\\O)/C(NS(C)(=O)=O)C3C=CC=CC=3)C(=O)N2C1C(O)=O,"0,95"
8 919,CCCCC(CN1C=NC=N1)(C#N)C1C=CC(Cl)=CC=1,"2,94"
8 920,COC1=CC=CC(=N1)N(C)C(=S)OC1C=C(C=CC=1)C(C)(C)C,"5,18"
8 921,O=C1CN=C(C2=CC=CC=C2F)C2C=C(Cl)C(Cl)=CC=2N1,"3,63"
8 922,OC1CN=C(C2C(F)=CC=CC=2F)C2C=CC(Cl)=CC=2N=1,"2,88"
8 923,CCN1C(=O)CN=C(C2C=C(N)C=CC1=2)C1C=CC=CC=1,"1,81"
8 924,CC1N=C(C2=CC=CC=C2Cl)C2C=C(Cl)C=CC=2N(C)C1=O,"3,40"
8 925,CSCN1C(=O)CN=C(C2C=C(N)C=CC1=2)C1C=CC=CC=1,"1,92"
8 926,COCN1C(=O)C(O)N=C(C2C=C(N)C=CC1=2)C1C=CC=CC=1,"0,75"
8 927,O=C(C1=CC=CC=N1)N1C=C(F)C(=O)NC1=O,"-0,06"
8 928,NC1N=C(NCC(O)CO)C(Cl)=NC=1[N+]([O-])=O,"-0,22"
8 929,CC(C(C1=CC=CC=C1)C1=CC=CC=C1)[N+]([O-])=O,"3,91"
8 930,COC12C3NC3CN1C1=C(C2COC(N)=O)C(=O)C(NC2=NC(C)=C(C)S2)=C(C)C1=O,"1,29"
8 931,CCOC1=CC2SC(=NC=2C=C1)S(=O)(=O)NC,"2,59"
8 932,NS(=O)(=O)C1=NC2C=CC(Cl)=CC=2S1,"2,10"
8 933,CC1OC(CC(OC)C1O)OC1CCC2(C)C(C1)CCC1C2CCC2(C)C(C(O)CC21O)C1COC(=O)C=1,"0,59"
8 934,CN(C)CCNS(=O)(=O)C1C=CC(=CC=1)C1NC2=C(N=1)N(CC)C(=O)N(CC)C2=O,"2,57"
8 935,CN(C)CCNS(=O)(=O)C1=CC=C(C=C1)C1NC2=C(N=1)N(CCC)C(=O)N(CCC)C2=O,"3,32"
8 936,COC1C=CC=C(OC)C=1C1NC2C=NC=CC=2N=1,"1,66"
8 937,CC(O)=NC1=N/C(=N/CC(O)CO)/C(Cl)=NC1[N+]([O-])=O,"0,00"
8 938,CN1CCN(CC1)C1=NC(NC(C)=O)=C(N=C1Cl)[N+]([O-])=O,"0,50"
8 939,CCO/C(/O)=N/C1=NCC(C2C=CC=C(F)C=2)N1C,"1,84"
8 940,CCO/C(/O)=N/C1=NCC(C2C=CC(F)=CC=2)N1C,"1,90"
8 941,CCO/C(/O)=N/C1=NCC(C2=CC=C(CO)C=C2)N1C,"0,84"
8 942,CO/C(/O)=N/C1=NCC(C2C=CC(C=O)=CC=2)N1C,"0,74"
8 943,CO/C(/O)=N/C1=NCC(C2C=C(Br)C=CC=2Br)N1C,"2,77"
8 944,CO/C(/O)=N/C1=NCC(C2C=CC=C(Cl)C=2)N1C,"2,10"
8 945,CC1OC(CC(C1O)N1CCOCC1)OC1CC(O)(CC2C1=C(O)C1C(=N)C3C(=CC=CC=3C(=O)C=1C=2O)OC)C(O)CO,"1,43"
8 946,CC(=O)C1(O)CC2=C(C(C1)OC1CC(C(O)C(C)O1)N1CCOCC1C#N)C(O)=C1C(C(=O)C3C=CC=C(OC)C=3C1=O)=C2O,"2,59"
8 947,CC1OC(CC(C1O)N1CCOCC1C#N)OC1CC(O)(CC2C1=C(O)C1=C(C(=O)C3C=CC=C(OC)C=3C1=O)C=2O)C(O)CO,"1,56"
8 948,CC1OC(CC(C1O)N1CCOCC1C#N)OC1CC(O)(CC2C1=C(O)C1C(=N)C3=C(C=CC=C3OC)C(=O)C=1C=2O)C(=O)CO,"1,97"
8 949,CC1OC(CC(C1O)N1CCOCC1)OC1CC(O)(CC2C1=C(O)C1C(=N)C3C(=CC=CC=3OC)C(=O)C=1C=2O)C(=O)CO,"1,80"
8 950,CC1OC(CC(C1O)N1CCOCC1C#N)OC1CC(O)(CC2C1=C(O)C1=C(C(=O)C3C=CC=C(OC)C=3C1=O)C=2O)C(=O)CO,"1,98"
8 951,C#CCC(O)C1=CN=CC=C1,"1,21"
8 952,C#CCC(O)(CC#C)C1=CN=CC=C1,"1,29"
8 953,C#CCC(O)(C1CCCCC1)C1=CN=CC=C1,"2,09"
8 954,C#CCC(O)(C1=CN=CC=C1)C1C=CC(F)=CC=1,"1,78"
8 955,C#CCC(O)(C1C=CC(Cl)=CC=1Cl)C1=CN=CC=C1,"2,29"
8 956,C#CCC(O)(C1=CN=CC=C1)C1=CC(Cl)=C(Cl)C=C1,"2,42"
8 957,CC(C)C1C=CC(=CC=1)C(O)(CC#C)C1=CN=CC=C1,"2,16"
8 958,C#CCC(O)(C1=CN=CC=C1)C1=CC2=CC=CC=C2C=C1,"2,14"
8 959,N#CC1C=CC(=CC=1)NC(=O)CC1C=CC=CC=1,"2,82"
8 960,CC(=O)C1C=CC(=CC=1)NC(=O)CC1C=CC=CC=1,"2,75"
8 961,N#CC1=CC(=CC=C1)NC(=O)CC1C=CC=CC=1,"2,75"
8 962,CC1C=C(C)N=C(N=1)N=NC(C)C1C=CC=CC=1C,"2,98"
8 963,CCCN(C)N=NC1C=CC(=CC=1)C(N)=O,"2,17"
8 964,CCCCCCN(C)N=NC1C=CC(=CC=1)C(N)=O,"3,69"
8 965,CCCCCCCN(C)N=NC1C=CC(=CC=1)C(N)=O,"4,20"
8 966,CCCCCCCCCCCCN(C)N=NC1C=CC(=CC=1)C(N)=O,"6,58"
8 967,NS(=O)(=O)C1C=CC=C(Br)C=1,"1,35"
8 968,ClC1C(Cl)CC(Cl)=CC1Cl,"3,72"
8 969,CC(O)=NC1=N/C(=N/C(O)CC(O)CO)/C(Cl)=NC1[N+]([O-])=O,"-0,66"
8 970,[O-][N+](=O)C1C=NC(=CN=1)NC(CO)C(O)CO,"-0,89"
8 971,CC(=O)C1C=CN=C2C=C(Cl)C=CC=12,"2,62"
8 972,NC1C=CN=C2C(=CC=CC2=1)[N+]([O-])=O,"1,31"
8 973,CCC(=O)NC1C=CN=C2C=C(Cl)C=CC2=1,"2,73"
8 974,COC1C=CN=C2C(=CC=CC=12)[N+]([O-])=O,"1,92"
8 975,CS(=O)(=O)C1=CC2C=CC=NC=2C=C1,"0,70"
8 976,O=S(=O)(C1=CC2C=CC=NC=2C=C1)C1C=CC=CC=1,"2,57"
8 977,NS(=O)(=O)C1=CC2C=CC=NC=2C=C1,"0,56"
8 978,CN(C)C1=CC2N=CC=CC=2C=C1,"2,71"
8 979,O=S(=O)(C1=CC=CC2C=CC=NC=21)C1C=CC=CC=1,"2,33"
8 980,CCOC1=CC2=NC=CN=C2C=C1,"2,22"
8 981,CNC1N=C(C2=CC=CC=C2N=1)C1C=CC=CC=1,"3,58"
8 982,CCCCOC1C=CC=NN=1,"1,80"
8 983,CC(=O)C1=CC2=CC=CC=C2N=N1,"1,44"
8 984,CCOC(=O)C1C=C2C=CC(CC)=CC2=NN=1,"2,31"
8 985,CC1=CN=NC2C=CC(Cl)=CC=21,"1,96"
8 986,CC1=CN=NC2C=C(Cl)C=CC=21,"1,98"
8 987,CC1C=CC=C2C(N)=CN=NC2=1,"1,57"
8 988,CCCCC(=O)C1=CC=CN1,"2,42"
8 989,CC(=O)N(CC(O)COC)C1C(I)=C(C(I)=C(C=1I)C(=O)NCC(O)CO)C(=O)NCC(O)CO,"-2,42"
8 990,CC(C)CN=C(O)C=CC1=CC=C(O1)[N+]([O-])=O,"2,23"
8 991,[O-][N+](=O)C1=CC2N=CNC=2C=C1,"1,50"
8 992,CC1SSC(=S)C=1CCC,"3,39"
8 993,OC(=O)COC1C=CC(Cl)=C(I)C=1,"3,10"
8 994,[O-][N+](=O)C1C=C(C=CC=1Cl)OCC(O)=O,"1,85"
8 995,CN(CC(C)O)C1C=CC(NN2C(C)=CC=C2C)=NN=1,"1,73"
8 996,CC(=O)N(C1C=CC(=NN=1)N1CCOCC1)N1C(C)=CC=C1C,"1,64"
8 997,CC1=CC=C(C)N1NC1C=CC(=NN=1)N1C(C)COCC1C,"2,59"
8 998,CCN1C=CCC(=O)C1=O,"0,20"
8 999,CCCN1C=CCC(=O)C1=O,"0,69"
9 000,CC(C)N1C=CCC(=O)C1=O,"0,79"
9 001,CC(=O)NC1C(=CC=CC=1[N+]([O-])=O)[N+]([O-])=O,"0,56"
9 002,CCCOC(=O)C=CC1=CC=C(O1)[N+]([O-])=O,"2,67"
9 003,CCCCOC(=O)C=CC1=CC=C(O1)[N+]([O-])=O,"2,83"
9 004,CC(C)OC(=O)C=CC1=CC=C(O1)[N+]([O-])=O,"2,64"
9 005,CCCN=C(O)C=CC1=CC=C(O1)[N+]([O-])=O,"1,86"
9 006,CC(C)(C)C1C(O)=NC(=O)N=C1O,"0,28"
9 007,OC(=O)CC1=CC=CC=C1NC1C(F)=CC=CC=1F,"3,57"
9 008,CCC1(C)CCC(O)=NC1=O,"0,23"
9 009,CC1=COC2=C1C1OC(=O)C=C(C)C=1C=C2C,"3,23"
9 010,CC1C=C(C=CC=1NC(=O)C1C=C(Cl)C=C(Cl)C=1O)[N+]([O-])=O,"4,51"
9 011,[O-][N+](=O)C1=CC(Cl)=CC=C1/N=C(\\O)/C1C=C(Cl)C=C(Cl)C=1O,"5,08"
9 012,CC(C)(C)N(=O)=NC#N,"1,40"
9 013,N#CN=[N+]([O-])C1=CC=CC=N1,"0,53"
9 014,ON=CC1=NN=C(O1)C1C=CC=CC=1,"2,03"
9 015,CC1N=C(C=NO)ON=1,"0,47"
9 016,CCN(CCSC(=NO)C1C=NSN=1)CC,"0,74"
9 017,CCN(CCSC(=NO)C1=NC(=NO1)C1C=CC=CC=1)CC,"3,05"
9 018,NC1C=CN(C2C=C(CO)C(O)C2O)C(=O)N=1,"-2,45"
9 019,OC(=O)C1C=CC(Cl)=CC=1NC1C=CC(Cl)=CC=1,"4,97"
9 020,COC1=CC=CC=C1/C(/O)=N/CCCCN,"0,58"
9 021,OC(=O)C1C=CC(Cl)=CC=1NC1C=CC(I)=CC=1,"5,37"
9 022,CC1=CC2C=CC(Cl)=C(C(O)=O)C=2N=C1,"0,78"
9 023,COC(=O)C1C(C(C(=O)OCC)C(C)=NC=1C)C1C=CC=C2OCOC2=1,"3,87"
9 024,NC(=N)N=NCC1=CC(=CC=C1)[N+]([O-])=O,"0,01"
9 025,CCC1C=CC=C2NC(=N)NC(=N)C2=1,"1,69"
9 026,CC(C)C(=O)NC1=CC=CC=C1S(N)(=O)=O,"0,97"
9 027,CC(C)/C(/O)=N/C1C=C(Cl)C=CC=1S(N)(=O)=O,"1,87"
9 028,CC1=CC(=CC=C1Br)/N=C(/C)\\O,"2,80"
9 029,ClC1=CC(=CC(Cl)=C1)O[Si]12OCCN(CCO1)CCO2,"1,22"
9 030,NC1=CC(=CC=C1)O[Si]12OCCN(CCO1)CCO2,"-1,15"
9 031,CCC1=CC=C(C=C1)O[Si]12OCCN(CCO1)CCO2,"0,56"
9 032,CC1=CC(=CC(C)=C1)O[Si]12OCCN(CCO1)CCO2,"0,46"
9 033,COC1=CC(Cl)=NC(NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OCC)=N1,"2,50"
9 034,CC1=NC(=C(Cl)N1C)[N+]([O-])=O,"0,34"
9 035,CC1=NC(Cl)=C(N1C)[N+]([O-])=O,"0,87"
9 036,CC(C)COC(=O)C=CC1=CC=C(O1)[N+]([O-])=O,"3,14"
9 037,CN(CC1=CC=CC2=CC=CC=C12)CC=CC#CC(C)(C)C,"6,00"
9 038,CCCCN=C(O)C=CC1=CC=C(O1)[N+]([O-])=O,"2,36"
9 039,N=C(O)OCCC1=CNC2=CC=CC=C12,"1,69"
9 040,CCCN(CCC)CCC1C=CC=C2NC(=O)CC=12,"2,70"
9 041,CC(C)(C)C1(CC=C)C(O)=NC(=O)N=C1O,"1,64"
9 042,CC(=O)OC1=C(OC)C(OC)=C(OC(C)=O)C2C=C(Cl)C=CC=21,"3,26"
9 043,OC(=O)CCC1NS(=O)(=O)C2C=C(Br)C=CC=2N=1,"0,93"
9 044,OC(=O)CCC1NS(=O)(=O)C2C=C(Cl)C=CC=2N=1,"0,69"
9 045,CN(C)C(=O)OCCCC1C=CC=CC=1,"2,93"
9 046,N=C1NCC(CN2CCN(CC2)C2C=CC=CC=2)O1,"0,85"
9 047,CCCCCOC(=O)C=CC1=CC=C(O1)[N+]([O-])=O,"3,40"
9 048,CC(C)(C)C(=O)OC1C(OC)=C(OC)C(OC(=O)C(C)(C)C)=C2C=CC=CC2=1,"5,69"
9 049,CC(=O)OC1C(OC)=C(OC)C(OC(C)=O)=C2C(Cl)=CC=CC=12,"3,16"
9 050,CC(=O)OC1C(OC)=C(OC)C(OC(C)=O)=C2C=C(F)C=CC2=1,"2,75"
9 051,CC(=O)OC1C(OC)=C(OC)C(OC(C)=O)=C2C=C(Br)C=CC2=1,"3,39"
9 052,CC(=O)OC1C(OC)=C(OC)C(OC(C)=O)=C2C(=CC=CC=12)OC,"2,43"
9 053,CC(=O)OC1C(OC)=C(OC)C(OC(C)=O)=C2C(=CC=CC=12)C#N,"2,51"
9 054,COC1=C(OC)C(OC(C)=O)=C2C=C(C=CC2=C1OC(C)=O)C#N,"2,28"
9 055,C/C(/O)=N/C1=CC2C(OC(C)=O)=C(OC)C(OC)=C(OC(C)=O)C=2C=C1,"2,00"
9 056,COC1=C(OC)C(OC(C)=O)=C2C=C(C=CC2=C1OC(C)=O)OC,"2,39"
9 057,CC(=O)OC1C(OC)=C(OC)C(OC(C)=O)=C2C=C(C)C=CC2=1,"2,86"
9 058,COC1C(OC)=C(OC(=O)CC)C2=CC=CC=C2C=1OC(=O)CC,"3,44"
9 059,CC(C)C(=O)OC1C(OC)=C(OC)C(OC(=O)C(C)C)=C2C=CC=CC2=1,"4,61"
9 060,CN(C)CCC1CN(C)C(=S)C2C=CC=NC=2O1,"1,08"
9 061,N#CC(=CC1=CC=C(Cl)O1)C#N,"2,17"
9 062,CCCN(CCC1=CC=CS1)C1CC2C=CC=C(O)C=2CC1,"4,70"
9 063,CC/N=C(\\O)/C1=CC2=CC=CC=C2O1,"2,22"
9 064,ClC1C=C(Cl)C2=C(OC3C=CC(Cl)=CC=32)C=1Cl,"6,13"
9 065,NC1NC2=C(N=CN2C2CC(F)C(CO)O2)C(=O)N=1,"-0,66"
9 066,CC(OC(=O)C(CC)C(CO)CC1=CN=CN1C)C1C=CC=CC=1,"2,23"
9 067,CCC(C(CC1=CN=CN1C)CO)C(=O)OCC1C=CC=CC=1,"1,97"
9 068,CCC(C(COC(=O)C1C=CC=CC=1)CC1=CN=CN1C)C(=O)OCC1C=CC=CC=1,"4,37"
9 069,CCC(C(CO)CC1=CN=CN1C)C(=O)OCCC1=CC=CC=C1,"2,31"
9 070,CCC(C(CC1=CN=CN1C)CO)C(=O)OCC1C=CC(Cl)=CC=1,"2,69"
9 071,CCC(C(COC(=O)C1C=CC=CC=1)CC1=CN=CN1C)C(=O)OCC1C=CC(Cl)=CC=1,"4,90"
9 072,CC1=CC=CC=C1COC(=O)C(CC)C(CO)CC1=CN=CN1C,"2,42"
9 073,CC1C=CC(COC(=O)C(CC)C(CC2=CN=CN2C)CO)=CC=1,"2,46"
9 074,CC1C=CC(COC(=O)C(CC)C(CC2=CN=CN2C)COC(=O)C2C=CC=CC=2)=CC=1,"4,85"
9 075,CCC(C(CC1=CN=CN1C)CO)C(=O)OCC1C=CC(=CC=1)C(C)(C)C,"3,67"
9 076,CCC(C(COC(=O)CC1=CC=CC=C1)CC1=CN=CN1C)C(=O)OCC1=CC=CC=C1,"4,00"
9 077,CCC(C(COC(=O)C1=CC(Cl)=CC=C1)CC1=CN=CN1C)C(=O)OCC1C=CC=CC=1,"5,08"
9 078,CCN(CC)C(=O)C1(CC1CN)C1C=CC=CC=1,"2,03"
9 079,CCC(C(COC(=O)C1=CN=CC=C1)CC1=CN=CN1C)C(=O)OCC1C=CC=CC=1,"3,05"
9 080,CCCCCCCC1=NNN=N1,"2,01"
9 081,CN(C1C=CC(=CC=1)OC(=O)C1C=CC=CC=1)C(=O)C(Cl)Cl,"2,56"
9 082,C1OC(OCC2ON=C(C21)C1C=CC=CC=1)C1C=CC=CC=1,"3,42"
9 083,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC1OC(CO)C(O)C(O)C1O,"0,49"
9 084,CC12CC(O)C3C(CCC4=CC(=O)CCC43C)C1CCC2(O)C(=O)COC1OC(CO)C(O)C(O)C1O,"0,15"
9 085,CC12CC(O)C3C(CCC4=CC(=O)C=CC43C)C1CCC2(O)C(=O)COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,"-0,56"
9 086,CC(NC)C(OC)C1C=CC=CC=1,"2,05"
9 087,COC1C=C(C=CC=1C1=CN2C=CC=NC2=N1)S(C)=O,"0,63"
9 088,CCCC(O)C(C1=CC=C(C=C1)C1=CC=CC=C1)C(O)=O,"3,75"
9 089,OC(=O)C(C(O)C1C=CC=CC=1)C1C=CC(=CC=1)C1C=CC=CC=1,"3,60"
9 090,COC1C=C(C=CC=1)C(O)C(C1C=CC(=CC=1)C1C=CC=CC=1)C(O)=O,"3,53"
9 091,COC1C=CC(=CC=1)C(O)C(C1C=CC(=CC=1)C1C=CC=CC=1)C(O)=O,"3,59"
9 092,OC(=O)C(C(O)C1=CC=CC=C1F)C1C=CC(=CC=1)C1C=CC=CC=1,"3,77"
